Time,Moment_AnklePlantarFlexion,Moment_HipAbduction,Moment_HipExternalRotation,Moment_HipFlexion,Moment_KneeFlexion,Force_Ankle_AnteroPosteriorForce,Force_Ankle_AxialMoment,Force_Ankle_MedioLateralForce,Force_Ankle_ProximoDistalForce,Force_Hip_AnteroPosteriorForce,Force_Hip_MediolateralForce,Force_Hip_ProximoDistalForce,Force_Knee_AnteroPosteriorForce,Force_Knee_AxialMoment,Force_Knee_LateralMoment,Force_Knee_MedioLateralForce,Force_Knee_ProximoDistalForce
2.03,-0.152863639930158,29.2304566453473,0.581272775918361,-25.7218082436152,6.659258650873,112.588110219225,-1.71559046938746,-28.6662796024846,-455.71584091707,1.8145663973148,361.787723439215,1447.47957626422,-13.1224580566674,-1.06730190685853,-12.4505971969538,-0.123721219733879,-723.035685243359
2.04,-0.114505044974337,31.1316633020537,-0.39990238711269,-27.4778503798277,5.71760091453877,90.284969887235,-1.88368631649897,-18.481467191259,-477.39527922393,11.6511681551549,376.708289467966,1559.50994060556,-25.2637927196631,-0.625304786463455,-12.9334526044404,3.34923627908367,-758.249742824481
2.05,1.00235434947677,32.4866169446028,-1.59176123749025,-29.9081418614847,5.44620924480886,39.7479669617757,-2.24267595978912,-0.496830031786302,-486.749224759698,25.7847935091129,386.06614953229,1714.08049713132,-41.2618699352394,-0.0774687867594976,-13.7460883101536,8.00243634715274,-841.053835438735
2.06,3.62569770483566,33.807409819552,-2.4560993710733,-33.5309402970563,6.43070501257387,53.1200499299003,-1.90267189973224,8.38594843019466,-597.42851839998,34.1038610593475,401.586298983873,1894.75925413831,-58.6700897305717,0.378439094661854,-13.8896913169642,12.0263489443903,-980.840629951737
2.07,6.92210317665933,35.5612730346722,-3.03593628766046,-37.2999959992298,7.86407277639371,80.478898505397,-1.53009284767393,13.5190855816087,-724.126465511221,36.1079235030551,422.848090904522,2079.44867770618,-75.4631114213094,0.516677707170987,-14.2192048979024,15.1157089092185,-1116.86710610955
2.08,9.62487213215303,37.4692892721196,-3.88962580910905,-39.6350203860027,8.45954280082873,98.3254828715455,-1.15033310515488,20.2770360161846,-829.648587566062,55.1452418943014,443.943047763077,2268.82068053284,-98.0314475484914,0.951587629683065,-14.7475418496342,17.0428302810288,-1250.35194923144
2.09,10.8676707426004,39.561529780075,-5.00891807819018,-39.7176120307227,7.4735568932158,101.430896795466,-0.889786045049667,27.6211095035902,-892.82257304262,54.9809615166082,431.012834926145,2317.70026307117,-124.427223911926,1.59156012148717,-15.8525267559526,18.119592745781,-1344.98857156743
2.1,11.3825572158774,42.2269840900186,-5.99411144339768,-38.6295647445534,5.91827990686974,105.777396361903,-0.806072127025337,31.1597316579538,-934.038617062383,62.7813541334438,435.001687603424,2383.80097501316,-146.751830364509,1.92033683887566,-17.346640009186,18.8270582102295,-1412.58475940699
2.11,12.5950249116542,45.3266579394773,-6.79386418287225,-37.7078012202779,5.18113392934757,119.97567819272,-0.759659718421509,31.9042056696856,-986.657606917729,64.0835162106723,443.566070146437,2450.70903706054,-161.417008336536,1.92133064491684,-18.8758865643277,18.6166183629387,-1466.61480135862
2.12,14.8283595233253,48.3877648136227,-7.60555565092389,-37.139535655763,5.52801800271519,138.251742689688,-0.652576399350607,33.2813796163266,-1056.32595772452,62.1888799440882,452.179931554822,2520.01204073384,-170.557812540849,1.90029082580103,-20.1477207382447,17.2473846294445,-1519.67421742162
2.13,17.5106668360868,51.1489680704252,-8.46071607153437,-36.712651200419,6.62460188423345,159.351706956298,-0.419520395797981,34.3084139276309,-1130.21123191879,57.7580935190855,458.688921458446,2580.85341186357,-172.801255314566,1.88812274889954,-21.2092942619018,15.4452168730133,-1560.89677905951
2.14,19.5479050587661,53.4547256398524,-9.23025457398522,-35.6231393071047,7.54950938236372,177.674986419173,-0.244431591995205,33.719476470785,-1183.21338060027,50.9419096918396,460.06167701762,2606.9617290636,-169.099911753399,1.74291843068031,-22.1930600561081,13.6756480800055,-1574.57347629739
2.15,20.032496008399,55.1887415654214,-10.0107866048699,-32.882448622521,7.32058138332458,180.801056961185,-0.291274834846404,32.9975349455952,-1192.95034643614,46.6061405455818,450.308235311633,2569.58245842872,-165.015812795904,1.60965848570379,-23.1823372695998,11.6766173677841,-1561.48893718011
2.16,19.3886171929166,56.3745320146921,-10.8515691130159,-28.8031372412041,6.26874019998846,173.433635457156,-0.401751620588378,31.887347769448,-1169.75525837939,42.9235254913637,432.346103295783,2492.44592839721,-157.651880931022,1.5106480670258,-24.3659027826391,10.0926954835508,-1504.71352991872
2.17,19.2694496307873,56.8363045654438,-11.3354191764653,-25.6086865540065,6.25991441446719,176.548219535666,-0.410156494766006,28.4095638924306,-1155.24135948603,32.4718659877568,414.056064486819,2412.80521457107,-141.187065818985,1.11600675461406,-25.0209256279411,8.90660728520049,-1434.87195107312
2.18,20.6614723620025,56.1980497677701,-11.1880674444352,-24.2357362672188,8.10983444750577,194.756567629162,-0.359052616958163,24.57173079649,-1173.7063339866,14.0286561477064,400.264516742073,2350.22086255908,-115.640987859394,0.328164287770035,-24.5988116719543,7.9218247318794,-1370.65197063275
